timestamp_utc,system_time_s,state_lat,state_lon,state_alt,state_relative_alt,state_fix_type,state_satellites,state_hdop,state_baro_alt,state_heading,state_climb,slam_timestamp_s,slam_x,slam_y,slam_z,slam_qw,slam_qx,slam_qy,slam_qz,slam_lat,slam_lon,slam_alt,mode
2025-11-13T07:45:58.144755+00:00,5861.504046171,-7.2820188,112.7923415,74.49,59.514,6,10,1.21,74.48999786376953,358.0,-0.023024436086416245,5861.48741206,-5.65291891352035,-10.868345079470066,-4.6164692784450345,0.8986639954315044,-0.0012609634014381112,-0.31226325265348037,-0.3080472274321811,,,,1
2025-11-13T07:45:58.344925+00:00,5861.704208388,-7.2820157,112.7923414,74.48,59.509,6,10,1.21,74.47999572753906,358.0,-0.023846128955483437,5861.554737688,-5.664735809796921,-10.874357123830642,-4.609582614494258,0.8986550009561348,-0.001221814788414802,-0.3123214967346223,-0.30801457612034777,,,,1
2025-11-13T07:45:58.472255+00:00,5861.831535167,-7.2820126,112.7923413,74.48,59.504,6,10,1.21,74.47999572753906,358.0,-0.024721404537558556,5861.795799989,-5.713999476479376,-10.90124939213582,-4.582910667681698,0.8986030449702148,-0.001286311816666422,-0.3123204701243578,-0.3081668978223789,,,,1
2025-11-13T07:45:58.634662+00:00,5861.993943431,-7.2820126,112.7923413,74.48,59.504,6,10,1.21,74.47999572753906,358.0,-0.024721404537558556,5861.986330263,-5.760030878066952,-10.92211308545037,-4.558447846269239,0.8985644657723633,-0.0011729791178259757,-0.3123391382711858,-0.30826090844482634,,,,1
2025-11-13T07:45:58.740585+00:00,5862.099866105,-7.2820094,112.7923412,74.47,59.498,6,10,1.21,74.47000122070312,358.0,-0.024563731625676155,5862.091014574,-5.778170595829634,-10.930936417066725,-4.545816667105238,0.8985352445566431,-0.0011391709049368031,-0.31242317390252944,-0.3082610533101007,,,,1
2025-11-13T07:45:58.896061+00:00,5862.25534891,-7.2820094,112.7923412,74.47,59.498,6,10,1.21,74.47000122070312,358.0,-0.024563731625676155,5862.243689614,-5.809979988529431,-10.950017934133687,-4.526056559271459,0.8985083468278042,-0.0008503192442887869,-0.31251231271069385,-0.30825003169855875,,,,1
2025-11-13T07:45:59.124003+00:00,5862.483292866,-7.2820063,112.7923412,74.47,59.493,6,10,1.21,74.47000122070312,358.0,-0.022617973387241364,5862.469715163,-5.858954133805144,-10.976458813437027,-4.49937547119329,0.8985176663807858,-0.0008085789923317786,-0.3126399410642927,-0.3080935193296927,,,,1
2025-11-13T07:45:59.291109+00:00,5862.650391785,-7.2820032,112.7923411,74.46,59.488,6,10,1.21,74.45999908447266,358.0,-0.02258313074707985,5862.53291975,-5.872551505445839,-10.983312165078216,-4.494815842627049,0.8985478282923595,-0.0008667740711287796,-0.31259279828625947,-0.3080532282469379,,,,1
2025-11-13T07:45:59.458817+00:00,5862.818101478,-7.2820032,112.7923411,74.46,59.488,6,10,1.21,74.45999908447266,358.0,-0.02258313074707985,5862.804289551,-5.92847931991328,-11.011381915456385,-4.462254468389267,0.8986119788363398,-0.0013423450142516897,-0.312528421272458,-0.3079296924602195,,,,1
2025-11-13T07:45:59.650682+00:00,5863.009964549,-7.282,112.792341,74.46,59.483,6,10,1.21,74.45999908447266,358.0,-0.02093767374753952,5862.994315443,-5.9747264587788855,-11.036938244898064,-4.438340632348821,0.8986372032547982,-0.0013576923458053169,-0.31220566884823703,-0.3081833122297727,,,,1
2025-11-13T07:45:59.761880+00:00,5863.121163504,-7.2819969,112.7923409,74.45,59.478,6,10,1.21,74.44999694824219,358.0,-0.020521923899650574,5863.057957028,-5.984537463353309,-11.042862562908992,-4.430811881034266,0.8986357709978281,-0.0014341118132983883,-0.3122541977066578,-0.3081379730267232,,,,1
2025-11-13T07:45:59.966497+00:00,5863.325778306,-7.2819938,112.7923409,74.45,59.473,6,10,1.21,74.44999694824219,358.0,-0.020915068686008453,5863.270152946,-6.025982551177247,-11.06399793171829,-4.407295191015728,0.8986607322158395,-0.0018152298888684077,-0.31228718224217805,-0.30802972116499144,,,,1
2025-11-13T07:46:00.171957+00:00,5863.53123869,-7.2819938,112.7923409,74.45,59.473,6,10,1.21,74.44999694824219,358.0,-0.020915068686008453,5863.498338331,-6.0741013210763,-11.090537980782402,-4.379558765197155,0.8986307047771047,-0.0022274295059440266,-0.31227159607933724,-0.3081304030303783,,,,1
2025-11-13T07:46:00.388245+00:00,5863.747532924,-7.2819906,112.7923408,74.44,59.468,6,10,1.21,74.43999481201172,358.0,-0.019843528047204018,5863.72513688,-6.111436972223075,-11.11109106619781,-4.357981930613569,0.8985890181656817,-0.002222122446041312,-0.31231964516071464,-0.30820330603443613,,,,1
2025-11-13T07:46:00.629372+00:00,5863.98865667,-7.2819875,112.7923407,74.44,59.463,6,10,1.21,74.43999481201172,358.0,-0.020630137994885445,5863.975641589,-6.180202830907464,-11.145799961940225,-4.322147901752801,0.8986115194854343,-0.0020399422924312557,-0.31229387967934835,-0.3081650668040477,,,,1
2025-11-13T07:46:00.744350+00:00,5864.103634631,-7.2819844,112.7923406,74.43,59.458,6,10,1.21,74.43000030517578,358.0,-0.01789804734289646,5864.097473241,-6.2039244278740915,-11.161341882245464,-4.308737822748073,0.8985906119579309,-0.001863759639398625,-0.31237700146363917,-0.30814290103402253,,,,1
2025-11-13T07:46:00.896872+00:00,5864.256158361,-7.2819844,112.7923406,74.43,59.458,6,10,1.21,74.43000030517578,358.0,-0.01789804734289646,5864.232765523,-6.235576917337337,-11.17598905429571,-4.29079800684402,0.8985951094186578,-0.0018269399373885718,-0.3124594894895922,-0.30804635860084273,,,,1
2025-11-13T07:46:01.145064+00:00,5864.50435163,-7.2819812,112.7923406,74.43,59.453,6,10,1.21,74.43000030517578,358.0,-0.01948624849319458,5864.446934821,-6.2776296877449305,-11.199770250362214,-4.266577165720719,0.8985998588263117,-0.0016036773119428738,-0.3124303570159794,-0.3080632953652213,,,,1
2025-11-13T07:46:01.275872+00:00,5864.635154574,-7.281978,112.7923405,74.42,59.448,6,10,1.21,74.41999816894531,358.0,-0.021454598754644394,5864.601457422,-6.310597376890732,-11.217347027319262,-4.247240509191564,0.8986171350392085,-0.001323193781754268,-0.31230424673146506,-0.30814209586752844,,,,1
2025-11-13T07:46:01.437619+00:00,5864.796902413,-7.281978,112.7923405,74.42,59.448,6,10,1.21,74.41999816894531,358.0,-0.021454598754644394,5864.78602729,-6.336379933514448,-11.229015927358555,-4.232381845846939,0.89861360176488,-0.0010943014575287618,-0.31233328870247185,-0.3081238614514755,,,,1
2025-11-13T07:46:01.654735+00:00,5865.014021586,-7.2819749,112.7923404,74.42,59.442,6,10,1.21,74.41999816894531,358.0,-0.01997404173016548,5865.003493661,-6.39860041302661,-11.263250179402412,-4.196656314778753,0.8986408474793655,-0.0006462750357408074,-0.3124265168122256,-0.3079511019021141,,,,1
2025-11-13T07:46:01.762256+00:00,5865.121539649,-7.2819717,112.7923403,74.41,59.437,6,10,1.21,74.40999603271484,358.0,-0.01713477447628975,5865.105257992,-6.419945641979002,-11.274781466099492,-4.186437369041933,0.8986435686526745,-0.0006238326450553342,-0.31246259525123177,-0.3079065993461035,,,,1
2025-11-13T07:46:01.925165+00:00,5865.284452377,-7.2819717,112.7923403,74.41,59.437,6,10,1.21,74.40999603271484,358.0,-0.01713477447628975,5865.256249324,-6.453041165414967,-11.29234123192718,-4.1665128897640775,0.8986253480889552,-0.0009084108139062766,-0.31246685352242787,-0.307954743447135,,,,1
2025-11-13T07:46:02.138233+00:00,5865.497522906,-7.2819686,112.7923403,74.41,59.433,6,10,1.21,74.40999603271484,358.0,-0.015949593856930733,5865.484213011,-6.501722506854588,-11.31847321816568,-4.139549232134843,0.8986204161507926,-0.001031538827874731,-0.3124516686213452,-0.30798415280718605,,,,1
2025-11-13T07:46:02.274267+00:00,5865.6335584,-7.2819654,112.7923402,74.4,59.428,6,10,1.21,74.4000015258789,358.0,-0.017859045416116714,5865.611575874,-6.528447119915683,-11.33129257510707,-4.1249728767395775,0.8986114490988802,-0.0007144074919611911,-0.31251428273065657,-0.30794768429018776,,,,1
2025-11-13T07:46:02.436693+00:00,5865.795978214,-7.2819654,112.7923402,74.4,59.428,6,10,1.21,74.4000015258789,358.0,-0.017859045416116714,5865.681235325,-6.540023036610704,-11.337744621457084,-4.118803851349723,0.8985832358703129,-0.0006567154307106355,-0.31254186611384993,-0.3080021410051448,,,,1
2025-11-13T07:46:02.650738+00:00,5866.010039868,-7.2819622,112.7923401,74.4,59.424,6,10,1.21,74.4000015258789,358.0,-0.017435330897569656,5866.009710367,-6.614131904132404,-11.379623578226866,-4.078543440756459,0.8985867106261971,-0.0006814377962464223,-0.312624491365418,-0.3079080812954325,,,,1
2025-11-13T07:46:02.757242+00:00,5866.116527593,-7.2819591,112.79234,74.39,59.419,6,10,1.21,74.38999938964844,358.0,-0.017238447442650795,5866.114405152,-6.639167361367395,-11.39404955984975,-4.064023314956562,0.8985888068886108,-0.0007278523426057176,-0.3127073096323234,-0.30781774618755264,,,,1
2025-11-13T07:46:02.921566+00:00,5866.280858918,-7.2819591,112.79234,74.39,59.419,6,10,1.21,74.38999938964844,358.0,-0.017238447442650795,5866.235653149,-6.662272008451618,-11.404021113019805,-4.050802506643182,0.8986004520072687,-0.0008063218203679046,-0.3126278964072273,-0.3078642166368906,,,,1
2025-11-13T07:46:03.138148+00:00,5866.497440503,-7.281956,112.79234,74.39,59.415,6,10,1.21,74.38999938964844,358.0,-0.01701745204627514,5866.454109922,-6.708067215658453,-11.426586898982217,-4.027601767480835,0.898643606576902,-0.0013407748825975212,-0.3125155064334814,-0.30785049767670836,,,,1
2025-11-13T07:46:03.270258+00:00,5866.629543489,-7.2819528,112.7923399,74.39,59.41,6,10,1.21,74.38999938964844,358.0,-0.01858988218009472,5866.555588638,-6.731078027706416,-11.438296645553972,-4.014166181726392,0.8986280298715372,-0.0014431792453383494,-0.3124652831493677,-0.30794646935669023,,,,1
2025-11-13T07:46:03.429929+00:00,5866.789220161,-7.2819528,112.7923399,74.39,59.41,6,10,1.21,74.38999938964844,358.0,-0.01858988218009472,5866.704967832,-6.7634220609546425,-11.46000643870493,-3.9961244815950776,0.8986479468067897,-0.001771155488671835,-0.31243804347689547,-0.3079142732912942,,,,1
2025-11-13T07:46:03.642748+00:00,5867.002029334,-7.2819497,112.7923398,74.38,59.405,6,10,1.21,74.37999725341797,358.0,-0.018638113513588905,5866.992496342,-6.825733885624658,-11.491093127259283,-3.961436410938897,0.8986627770907303,-0.0018285123269733074,-0.3123771742605595,-0.30793241241420916,,,,1
2025-11-13T07:46:03.752464+00:00,5867.111746014,-7.2819466,112.7923397,74.38,59.401,6,10,1.21,74.37999725341797,358.0,-0.017537102103233337,5867.05078714,-6.836770037226294,-11.498127988757348,-3.9548315611661637,0.8986656529546139,-0.001817455950901084,-0.31241542419192,-0.3078852769791156,,,,1
2025-11-13T07:46:03.911070+00:00,5867.270356916,-7.2819466,112.7923397,74.38,59.401,6,10,1.21,74.37999725341797,358.0,-0.017537102103233337,5867.206717546,-6.860139903461056,-11.510955979121203,-3.9412177302352047,0.8986461847364964,-0.001795059080866144,-0.31251432035759796,-0.30784186198901486,,,,1
2025-11-13T07:46:04.142113+00:00,5867.501399646,-7.2819434,112.7923396,74.37,59.396,6,10,1.21,74.3699951171875,358.0,-0.016817165538668633,5867.473075217,-6.921745924709223,-11.54244365392774,-3.9114769732773036,0.898644051588882,-0.0016592382421803343,-0.31251914989658347,-0.30784394816252486,,,,1
2025-11-13T07:46:04.275138+00:00,5867.634428377,-7.2819403,112.7923395,74.37,59.392,6,10,1.21,74.3699951171875,358.0,-0.01768103800714016,5867.628370101,-6.949230833630614,-11.556984593382808,-3.892285178146772,0.8986441734947161,-0.0015801807640915863,-0.3125841839025281,-0.307777972647072,,,,1
2025-11-13T07:46:04.430814+00:00,5867.790106203,-7.2819403,112.7923395,74.37,59.392,6,10,1.21,74.3699951171875,358.0,-0.01768103800714016,5867.771866066,-6.978822829121614,-11.573983626768918,-3.8777318362981883,0.8986348887881729,-0.0016065686371607925,-0.31258151485718344,-0.30780765448485964,,,,1
2025-11-13T07:46:04.656612+00:00,5868.015897726,-7.2819371,112.7923395,74.36,59.387,6,10,1.21,74.36000061035156,358.0,-0.01938825100660324,5867.980738907,-7.011610752831898,-11.591390176542005,-3.8586665311345554,0.898629732556515,-0.0015342572502763314,-0.31262902759126937,-0.3077748217892972,,,,1
2025-11-13T07:46:04.759304+00:00,5868.118587063,-7.2819339,112.7923394,74.36,59.383,6,10,1.21,74.36000061035156,358.0,-0.01856229640543461,5868.100961756,-7.058709163824915,-11.61621037551929,-3.8314765614094215,0.8986176352565395,-0.0011625823914568924,-0.31290062672365704,-0.3075356756606797,,,,1
2025-11-13T07:46:04.914142+00:00,5868.273428447,-7.2819339,112.7923394,74.36,59.383,6,10,1.21,74.36000061035156,358.0,-0.01856229640543461,5868.260683658,-7.094412366665876,-11.637231475211362,-3.8132533202194123,0.8986083197246214,-0.001229720015094515,-0.312862150800531,-0.30760177195010274,,,,1
