timestamp_utc,system_time_s,state_lat,state_lon,state_alt,state_relative_alt,state_fix_type,state_satellites,state_hdop,state_baro_alt,state_heading,state_climb,slam_timestamp_s,slam_x,slam_y,slam_z,slam_qw,slam_qx,slam_qy,slam_qz,slam_lat,slam_lon,slam_alt,mode
2025-11-12T23:56:35.095282+00:00,2473.571674862,-7.2816873,112.7924879,110.28,95.297,6,10,1.21,110.27999877929688,37.0,0.17084182798862457,2473.525518277,-9.010051776494628,-20.656865518386024,-4.6793149588197664,0.9941889675810346,0.0021469713463160294,-0.07653728698444351,-0.07566855988622757,-7.28168490291178,112.79249170800979,109.82464546303623,0
2025-11-12T23:56:35.324890+00:00,2473.801286001,-7.2816851,112.7924902,110.33,95.341,6,10,1.21,110.32999420166016,38.0,0.17075879871845245,2473.755883321,-9.004668634238092,-20.703207816830876,-4.647466792406169,0.9951749557438287,0.0022489545171587946,-0.06979430964583865,-0.06892390009937856,-7.281683440150005,112.79249384751019,109.87450932792272,0
2025-11-12T23:56:35.465840+00:00,2473.942227813,-7.2816829,112.7924924,110.37,95.385,6,10,1.21,110.3699951171875,40.0,0.17220616340637207,2473.89013678,-9.007821402595988,-20.724006199984384,-4.62902479888555,0.9956168766180657,0.0020929473935654384,-0.06662146609989225,-0.06560666749040006,-7.281682498490225,112.79249474505444,109.88158861896207,0
2025-11-12T23:56:35.637742+00:00,2474.114132863,-7.2816829,112.7924924,110.37,95.385,6,10,1.21,110.3699951171875,40.0,0.17220616340637207,2474.05221248,-9.00725127527597,-20.7644059702759,-4.597936782226349,0.996315863001651,0.0018417966892460653,-0.06113919336327525,-0.06011079729232515,-7.2816810069114055,112.79249657013499,109.91280372360276,0
2025-11-12T23:56:35.877721+00:00,2474.354120519,-7.2816807,112.7924947,110.41,95.429,6,10,1.21,110.40999603271484,41.0,0.17235854268074036,2474.301595865,-9.015749379942537,-20.829571850300724,-4.551367549373217,0.9973415638336308,0.0013742545842469003,-0.052010914029617376,-0.05101746069758064,-7.281678339560432,112.79249914280817,109.97621217000038,0
2025-11-12T23:56:36.115803+00:00,2474.592200158,-7.2816785,112.7924969,110.46,95.474,6,10,1.21,110.45999908447266,42.0,0.17240947484970093,2474.543016766,-9.022954764126776,-20.874352510993322,-4.5134262224223525,0.997985984026869,0.0009427280974649349,-0.045442807218663686,-0.044249725668567746,-7.281676334026938,112.79250101859847,109.99794080810783,0
2025-11-12T23:56:36.353952+00:00,2474.830338223,-7.2816763,112.7924991,110.5,95.518,6,10,1.21,110.5,43.0,0.17226597666740417,2474.774717338,-9.02113193075875,-20.91396947507632,-4.477338695662578,0.9985124967146422,0.0004563462767139748,-0.03927142035058469,-0.03781985188251363,-7.281674799618074,112.79250298639323,110.00797357251699,0
2025-11-12T23:56:36.473771+00:00,2474.950186486,-7.2816741,112.7925014,110.55,95.562,6,10,1.21,110.54999542236328,45.0,0.17058885097503662,2474.94441057,-9.024370728053157,-20.950318560812267,-4.449919058324131,0.9988768598787188,0.0004082132329095632,-0.034280238589408284,-0.03270653456176656,-7.281673335245671,112.79250450246761,110.03805041296384,0
2025-11-12T23:56:36.644311+00:00,2475.120723734,-7.2816741,112.7925014,110.55,95.562,6,10,1.21,110.54999542236328,45.0,0.17058885097503662,2475.054477048,-9.025640411027016,-20.97346898171971,-4.429102852235063,0.9991112112231636,0.0003780453291831288,-0.03039535128773696,-0.029202179884506487,-7.281672360975122,112.79250557572398,110.04489025200502,0
2025-11-12T23:56:36.869035+00:00,2475.34542692,-7.2816719,112.7925036,110.59,95.606,6,10,1.21,110.58999633789062,46.0,0.1710340529680252,2475.344226328,-9.037949553504403,-21.034482988211252,-4.387354516700406,0.9994926315958541,0.0005538739943485325,-0.022795376248080854,-0.02223833246673524,-7.281669746951817,112.79250780788786,110.11103207894324,0
2025-11-12T23:56:37.121210+00:00,2475.597599721,-7.2816697,112.7925059,110.63,95.649,6,10,1.21,110.62999725341797,46.0,0.17255264520645142,2475.553661074,-9.042745678663687,-21.086674606151963,-4.348592691692117,0.9995793972437871,0.001028376153729147,-0.020728117574254194,-0.020256262983622535,-7.281667651832016,112.7925099651381,110.1564529022722,0
2025-11-12T23:56:37.343479+00:00,2475.819872512,-7.2816675,112.7925082,110.68,95.694,6,10,1.21,110.68000030517578,46.0,0.17310597002506256,2475.753964931,-9.047784769960224,-21.129722934552763,-4.319515287488651,0.9995275449491458,0.0012968329610881092,-0.021903900598046037,-0.02152264506968009,-7.281665945452792,112.79251163960281,110.20454266272978,0
2025-11-12T23:56:37.477315+00:00,2475.953716127,-7.2816653,112.7925104,110.72,95.738,6,10,1.21,110.72000122070312,45.0,0.17237044870853424,2475.94713357,-9.048563145591665,-21.157408699597287,-4.286383005380548,0.9994102454485377,0.0014638105644771947,-0.024546531966732992,-0.02396844424511195,-7.281664634929117,112.79251315154694,110.18245119497247,0
2025-11-12T23:56:37.641932+00:00,2476.118321775,-7.2816653,112.7925104,110.72,95.738,6,10,1.21,110.72000122070312,45.0,0.17237044870853424,2476.110034823,-9.061443507572557,-21.198264963156348,-4.254173348144623,0.9992394674934704,0.0015658654754031642,-0.027782938548892917,-0.027315618138112667,-7.281662630356783,112.79251461407065,110.21106243977087,0
2025-11-12T23:56:37.862981+00:00,2476.339374987,-7.2816631,112.7925127,110.77,95.782,6,10,1.21,110.7699966430664,44.0,0.17307652533054352,2476.33046223,-9.058285102622644,-21.249885334538433,-4.21937902633859,0.9990166342614171,0.001584520587418502,-0.03168781908708073,-0.030969919034483588,-7.281660913960435,112.79251689531398,110.26908267313682,0
2025-11-12T23:56:38.099185+00:00,2476.575577081,-7.2816609,112.792515,110.81,95.826,6,10,1.21,110.80999755859375,44.0,0.172865629196167,2476.514203312,-9.063451046648169,-21.284809258982023,-4.190322064334087,0.9989300090309737,0.0016672567998476128,-0.033261403060515976,-0.032089505739229154,-7.281659377160344,112.79251835843458,110.28799207390233,0
2025-11-12T23:56:38.342361+00:00,2476.818757197,-7.2816586,112.7925172,110.86,95.87,6,10,1.21,110.86000061035156,44.0,0.17470957338809967,2476.762849865,-9.068217773644838,-21.34483284930931,-4.15711811007157,0.9989439504722822,0.001734459519747914,-0.032994390523182954,-0.03192719309630243,-7.281657231560723,112.79252057697039,110.38204214491488,0
2025-11-12T23:56:38.466815+00:00,2476.943199471,-7.2816564,112.7925195,110.9,95.914,6,10,1.21,110.89999389648438,45.0,0.1723031997680664,2476.882128928,-9.073429793126394,-21.38264290243027,-4.123798104747473,0.999032828060015,0.0017132236433055172,-0.031557587073375234,-0.03057109780925003,-7.281655542521975,112.79252221901604,110.39567503117398,0
2025-11-12T23:56:38.670579+00:00,2477.146972523,-7.2816542,112.7925217,110.94,95.958,6,10,1.21,110.93999481201172,45.0,0.17281615734100342,2477.140458936,-9.07206670859702,-21.422113653136908,-4.09310269310011,0.9991616322138257,0.0018140799578580781,-0.029490642364743077,-0.028338028135793374,-7.281654107278964,112.79252403430569,110.4249954650566,0
2025-11-12T23:56:38.919281+00:00,2477.395673014,-7.2816542,112.7925217,110.94,95.958,6,10,1.21,110.93999481201172,45.0,0.17281615734100342,2477.335195013,-9.085099264182912,-21.46352716112035,-4.060876576435245,0.9992687110661764,0.001354387934301312,-0.027488470079129485,-0.02654416565225845,-7.28165208502158,112.79252550689013,110.4555513968706,0
2025-11-12T23:56:39.162035+00:00,2477.638429137,-7.281652,112.792524,110.99,96.002,6,10,1.21,110.98999786376953,45.0,0.17327240109443665,2477.625871644,-9.094183154294662,-21.534890183998314,-4.002781599950305,0.9993400989980997,0.0009824033793828693,-0.026141145980395228,-0.02520003779560904,-7.281649023948463,112.7925285085936,110.49890740474808,0
2025-11-12T23:56:39.367346+00:00,2477.843738457,-7.2816498,112.7925262,111.03,96.045,6,10,1.21,111.02999877929688,45.0,0.17352354526519775,2477.784305245,-9.090698124372603,-21.568537079936654,-3.9729301479855534,0.9993189632936172,0.0010136360110937625,-0.026721702760473184,-0.02542700818790916,-7.2816478065034005,112.79253021779992,110.51037899403393,0
2025-11-12T23:56:39.490356+00:00,2477.966753544,-7.2816476,112.7925285,111.08,96.09,6,10,1.21,111.07999420166016,45.0,0.17478704452514648,2477.960859335,-9.090497592369056,-21.603041822492113,-3.9507060989621787,0.999277599487691,0.0009898419517184248,-0.027552492698741902,-0.026156443204574307,-7.28164661259971,112.79253165962993,110.5529428635116,0
2025-11-12T23:56:39.672737+00:00,2478.149131425,-7.2816454,112.7925307,111.12,96.134,6,10,1.21,111.1199951171875,45.0,0.17607326805591583,2478.139649392,-9.101001253167498,-21.640788196301212,-3.918906201232349,0.9992204480357465,0.0008615242884907705,-0.0284407398018432,-0.027365641280012582,-7.281644767842084,112.79253310372383,110.57188429875636,0
2025-11-12T23:56:39.887009+00:00,2478.363418925,-7.2816454,112.7925307,111.12,96.134,6,10,1.21,111.1199951171875,45.0,0.17607326805591583,2478.303822126,-9.100712111879353,-21.687268628062057,-3.8837394891270423,0.9991564102024194,0.0009471203764606238,-0.029510285255348507,-0.028543194960534826,-7.281643051197908,112.79253517749451,110.61000136797216,0
2025-11-12T23:56:40.098060+00:00,2478.574445007,-7.2816432,112.792533,111.16,96.177,6,10,1.21,111.15999603271484,45.0,0.17476485669612885,2478.562508619,-9.11225163930799,-21.739684353265112,-3.8452105850097063,0.9991232871019873,0.0010131691139752994,-0.02997075439917573,-0.029212746183999973,-7.28164071557415,112.79253713294057,110.65702268689607,0
2025-11-12T23:56:40.214870+00:00,2478.69125906,-7.281641,112.7925352,111.21,96.222,6,10,1.21,111.20999908447266,45.0,0.1740594208240509,2478.676882498,-9.112430845392673,-21.77185191753623,-3.82851884957236,0.9991190327632566,0.001118920569860406,-0.030047739664920334,-0.029275240870091503,-7.281639673451317,112.79253836531439,110.7115009153137,0
2025-11-12T23:56:40.383410+00:00,2478.859793794,-7.281641,112.7925352,111.21,96.222,6,10,1.21,111.20999908447266,45.0,0.1740594208240509,2478.85129529,-9.115117238706283,-21.804944613594557,-3.794938810391124,0.9991365534751481,0.0013327902997390278,-0.029794148726503194,-0.028925419296569978,-7.2816381699362625,112.79253996919334,110.70721542325815,0
2025-11-12T23:56:40.487222+00:00,2478.963607045,-7.2816388,112.7925375,111.25,96.265,6,10,1.21,111.25,45.0,0.1754956841468811,2478.904469972,-9.114694239731605,-21.812983709595755,-3.7846826997579104,0.9991450034499212,0.0014450380607248343,-0.029669981520317343,-0.02875528025674509,-7.281637799301637,112.79254044354064,110.69847104533352,0
2025-11-12T23:56:40.645655+00:00,2479.122048825,-7.2816388,112.7925375,111.25,96.265,6,10,1.21,111.25,45.0,0.1754956841468811,2479.116302469,-9.116654624680397,-21.86254569810204,-3.754645261495663,0.9991843163621339,0.0014165242362835443,-0.02905964763193736,-0.028004147452310217,-7.281636043491006,112.79254240011448,110.76651553503302,0
2025-11-12T23:56:40.865426+00:00,2479.341814993,-7.2816366,112.7925397,111.29,96.309,6,10,1.21,111.29000091552734,45.0,0.1753893792629242,2479.255519909,-9.120921804427637,-21.883162236291152,-3.728200385714805,0.9992071471034245,0.0015909494267352623,-0.028568964287121062,-0.027683213991843963,-7.281634899078079,112.7925434601016,110.74351588716866,0
2025-11-12T23:56:41.090192+00:00,2479.566577884,-7.2816343,112.792542,111.34,96.352,6,10,1.21,111.33999633789062,45.0,0.1766764223575592,2479.460531694,-9.125590757134583,-21.932140293893625,-3.6957944242650846,0.9992377204008205,0.0020129636314757714,-0.028081098940515324,-0.027044000959232643,-7.281633009731586,112.79254538009914,110.80072724829631,0
